Product_Row_ID,Customer_Row_ID,Date,Category,Sales,City,State,Customer_Name,Product_ID,Sub_Category,Order_ID
2071,2071,21-07-2017,Office Supplies,1.941,Philadelphia,Pennsylvania,Corey Catlett,OFF-BI-10000301,Binders,CA-2017-146521
2072,2072,20-11-2018,Furniture,283.92,Ontario,California,Kelly Andreada,FUR-CH-10003956,Chairs,US-2018-110996
2073,2073,26-11-2017,Office Supplies,7.312,Seattle,Washington,Tamara Chand,OFF-BI-10002954,Binders,CA-2017-129693
2074,2074,07-11-2018,Technology,59.97,Brentwood,California,Deborah Brumfield,TEC-AC-10003289,Accessories,CA-2018-122504
2076,2076,01-12-2015,Furniture,58.2,San Francisco,California,Toby Ritter,FUR-FU-10001861,Furnishings,CA-2015-131051
2077,2077,12-09-2018,Office Supplies,39.9,Baltimore,Maryland,Bart Folk,OFF-PA-10004082,Paper,CA-2018-140676
2080,2080,24-12-2016,Office Supplies,106.232,Phoenix,Arizona,Maribeth Schnelling,OFF-PA-10001295,Paper,CA-2016-120103
2083,2083,23-02-2018,Office Supplies,37.44,Los Angeles,California,Clytie Kelty,OFF-PA-10002870,Paper,CA-2018-104647
2084,2084,23-11-2015,Office Supplies,23.68,Houston,Texas,Emily Ducich,OFF-LA-10003923,Labels,CA-2015-110352
2085,2085,23-06-2017,Office Supplies,122.12,New York City,New York,Irene Maddox,OFF-LA-10003510,Labels,CA-2017-140501
2090,2090,26-10-2016,Office Supplies,5.76,Rancho Cucamonga,California,Maribeth Yedwab,OFF-LA-10004008,Labels,CA-2016-139290
2091,2091,15-07-2018,Office Supplies,26.55,Wilmington,Delaware,Magdelene Morse,OFF-BI-10004094,Binders,CA-2018-166142
2093,2093,17-11-2015,Furniture,479.9,Moorhead,Minnesota,Mark Packer,FUR-CH-10004289,Chairs,CA-2015-145926
2094,2094,13-04-2016,Office Supplies,12.88,Farmington,New Mexico,Anthony Witt,OFF-SU-10004498,Supplies,CA-2016-149678
2095,2095,25-11-2016,Office Supplies,13.12,Wilmington,North Carolina,Sandra Flanagan,OFF-AR-10001177,Art,US-2016-164357
2096,2096,15-05-2017,Office Supplies,511.84,Jackson,Mississippi,Steve Nguyen,OFF-BI-10001718,Binders,US-2017-146570
2099,2099,07-09-2018,Office Supplies,37.68,Portland,Oregon,Ruben Dartt,OFF-ST-10000649,Storage,CA-2018-124401
2101,2101,10-03-2015,Office Supplies,636.408,Denver,Colorado,Kean Thornton,OFF-ST-10000078,Storage,US-2015-140116
2103,2103,18-07-2015,Furniture,259.136,Tucson,Arizona,Adrian Hane,FUR-CH-10002372,Chairs,CA-2015-123295
2104,2104,24-03-2018,Office Supplies,221.92,New York City,New York,Brian Moss,OFF-PA-10000357,Paper,CA-2018-167101
2106,2106,30-09-2015,Office Supplies,15.552,Boynton Beach,Florida,Ben Wallace,OFF-PA-10004888,Paper,US-2015-167633
2107,2107,26-09-2015,Office Supplies,0.876,Mesquite,Texas,Henry Goldwyn,OFF-BI-10003460,Binders,US-2015-152723
2108,2108,31-10-2016,Office Supplies,19.98,Redlands,California,Sandra Glassco,OFF-PA-10000157,Paper,CA-2016-164882
2117,2117,12-10-2016,Furniture,209.67,Rochester,New York,Ralph Kennedy,FUR-TA-10001307,Tables,CA-2016-159786
2118,2118,19-09-2017,Office Supplies,159.88,Stockton,California,Scot Wooten,OFF-PA-10002222,Paper,CA-2017-130267
2119,2119,13-04-2018,Office Supplies,5.28,Seattle,Washington,Rob Williams,OFF-PA-10002479,Paper,CA-2018-155460
2121,2121,07-01-2018,Office Supplies,2.808,Ormond Beach,Florida,Thais Sissman,OFF-BI-10000145,Binders,US-2018-168690
2122,2122,09-11-2018,Furniture,215.976,Sunnyvale,California,Jennifer Braxton,FUR-CH-10003061,Chairs,CA-2018-158246
2123,2123,22-09-2018,Furniture,241.96,Lansing,Michigan,Erica Hernandez,FUR-BO-10001972,Bookcases,CA-2018-167381
2125,2125,01-12-2018,Office Supplies,104.68,Philadelphia,Pennsylvania,Erica Hernandez,OFF-EN-10003040,Envelopes,CA-2018-144862
2127,2127,23-06-2015,Technology,86.376,Philadelphia,Pennsylvania,Brian Stugart,TEC-AC-10000158,Accessories,CA-2015-126032
2128,2128,04-10-2016,Furniture,64.944,Philadelphia,Pennsylvania,Julie Kriz,FUR-FU-10003623,Furnishings,CA-2016-134859
2130,2130,20-05-2015,Office Supplies,33.28,Dover,New Hampshire,Randy Ferguson,OFF-AP-10000124,Appliances,US-2015-114188
2133,2133,20-11-2016,Office Supplies,19.65,New York City,New York,Dan Lawera,OFF-PA-10003883,Paper,CA-2016-156524
2134,2134,30-11-2016,Office Supplies,152.991,Philadelphia,Pennsylvania,William Brown,OFF-BI-10003656,Binders,CA-2016-122210
2137,2137,31-12-2016,Furniture,14.76,Grand Prairie,Texas,Trudy Brown,FUR-FU-10002364,Furnishings,CA-2016-156377
2139,2139,16-11-2018,Office Supplies,146.82,New York City,New York,Christy Brittain,OFF-PA-10004092,Paper,US-2018-157896
2140,2140,06-06-2015,Office Supplies,149.544,Long Beach,New York,Grant Thornton,OFF-BI-10003982,Binders,CA-2015-159520
2143,2143,01-09-2017,Office Supplies,30.48,Philadelphia,Pennsylvania,Dean Katz,OFF-PA-10004675,Paper,CA-2017-155481
2146,2146,25-06-2017,Furniture,422.058,York,Pennsylvania,Theresa Swint,FUR-CH-10002965,Chairs,US-2017-152051
2149,2149,12-12-2015,Furniture,43.31,Concord,California,William Brown,FUR-FU-10003975,Furnishings,CA-2015-141607
2150,2150,31-03-2018,Technology,84.95,New York City,New York,Denny Ordway,TEC-PH-10001536,Phones,CA-2018-102771
2151,2151,19-11-2018,Furniture,233.058,College Station,Texas,Art Ferguson,FUR-CH-10001973,Chairs,US-2018-139969
2152,2152,24-11-2015,Technology,111.79,Saint Louis,Missouri,Richard Bierner,TEC-AC-10001772,Accessories,CA-2015-167360
2153,2153,22-11-2016,Office Supplies,14.94,Quincy,Massachusetts,Andy Reiter,OFF-PA-10002586,Paper,CA-2016-123505
2154,2154,14-07-2017,Office Supplies,14.16,New York City,New York,Dan Reichenbach,OFF-BI-10004094,Binders,CA-2017-117282
2155,2155,30-04-2017,Furniture,22.608,Dallas,Texas,Ben Ferrer,FUR-FU-10004973,Furnishings,US-2017-120460
2156,2156,25-07-2017,Office Supplies,21.48,Los Angeles,California,Larry Blacks,OFF-FA-10000624,Fasteners,CA-2017-111115
2157,2157,22-06-2015,Office Supplies,501.81,Minneapolis,Minnesota,Dianna Vittorini,OFF-ST-10001097,Storage,CA-2015-124646
2159,2159,21-10-2018,Office Supplies,17.856,Deltona,Florida,Neil Knudson,OFF-AR-10004956,Art,CA-2018-148166
2160,2160,03-09-2017,Office Supplies,8.808,Chicago,Illinois,Carlos Soltero,OFF-BI-10004236,Binders,CA-2017-159737
2161,2161,14-05-2017,Furniture,79.384,Cincinnati,Ohio,Logan Haushalter,FUR-FU-10002937,Furnishings,CA-2017-141019
2162,2162,07-01-2017,Office Supplies,34.58,Oakland,California,Dianna Wilson,OFF-AR-10003696,Art,CA-2017-101938
2163,2163,13-03-2018,Office Supplies,314.55,Manteca,California,Karen Ferguson,OFF-PA-10004359,Paper,CA-2018-166296
2164,2164,13-10-2017,Technology,191.976,Laredo,Texas,Helen Andreada,TEC-AC-10002402,Accessories,CA-2017-154018
2169,2169,27-01-2018,Office Supplies,14.016,Kent,Ohio,John Huston,OFF-AR-10004078,Art,CA-2018-117870
2172,2172,19-11-2018,Furniture,305.312,San Angelo,Texas,Linda Cazamias,FUR-CH-10004675,Chairs,US-2018-137491
2173,2173,01-08-2015,Office Supplies,19.752,San Francisco,California,Ivan Liston,OFF-BI-10004506,Binders,CA-2015-152296
2174,2174,30-07-2017,Office Supplies,9.264,Houston,Texas,Lindsay Shagiari,OFF-BI-10002353,Binders,CA-2017-112025
2175,2175,30-07-2016,Office Supplies,61.792,Houston,Texas,Corey Catlett,OFF-ST-10000943,Storage,CA-2016-132507
2176,2176,15-10-2017,Office Supplies,45.68,Salt Lake City,Utah,Patrick Bzostek,OFF-PA-10000740,Paper,CA-2017-125738
2180,2180,07-05-2017,Office Supplies,85.232,New York City,New York,Caroline Jumper,OFF-BI-10000309,Binders,CA-2017-128818
2186,2186,01-08-2018,Office Supplies,54.896,Salinas,California,Heather Kirkland,OFF-BI-10002735,Binders,CA-2018-124576
2187,2187,14-07-2017,Technology,29,Huntsville,Alabama,Rob Haberlin,TEC-AC-10002345,Accessories,CA-2017-101378
2188,2188,10-08-2018,Office Supplies,70.08,Columbus,Indiana,Ivan Liston,OFF-EN-10003134,Envelopes,CA-2018-143063
2191,2191,25-06-2017,Office Supplies,60.81,Los Angeles,California,Alan Shonely,OFF-AP-10000692,Appliances,CA-2017-118913
2192,2192,10-12-2017,Office Supplies,153.552,Seattle,Washington,Arthur Prichep,OFF-BI-10001718,Binders,CA-2017-128412
2197,2197,01-12-2017,Office Supplies,4.704,Knoxville,Tennessee,Allen Goldenen,OFF-AR-10000940,Art,CA-2017-136483
2198,2198,28-11-2015,Office Supplies,14.67,Montgomery,Alabama,Bart Folk,OFF-AR-10001954,Art,CA-2015-163013
2199,2199,28-03-2016,Office Supplies,15.552,Philadelphia,Pennsylvania,Chloris Kastensmidt,OFF-PA-10003177,Paper,CA-2016-135363
2201,2201,01-06-2015,Furniture,22.2,Little Rock,Arkansas,Liz Thompson,FUR-FU-10001935,Furnishings,US-2015-165659
2203,2203,06-09-2016,Office Supplies,6.096,Seattle,Washington,Beth Thompson,OFF-BI-10002160,Binders,CA-2016-138002
2205,2205,29-06-2016,Furniture,20.104,Lancaster,Pennsylvania,Steven Cartwright,FUR-FU-10001473,Furnishings,CA-2016-128860
2206,2206,10-09-2017,Office Supplies,67.56,Bristol,Tennessee,Catherine Glotzbach,OFF-AR-10000538,Art,CA-2017-164350
2207,2207,14-07-2015,Office Supplies,29.932,Aurora,Illinois,Arthur Wiediger,OFF-BI-10001098,Binders,US-2015-103905
2209,2209,22-08-2016,Office Supplies,16.52,New York City,New York,Roger Barcio,OFF-AR-10000390,Art,CA-2016-129854
2210,2210,14-11-2015,Technology,832.93,Fairfield,Connecticut,Maris LaWare,TEC-PH-10001079,Phones,CA-2015-125556
2212,2212,27-11-2017,Office Supplies,167.292,Lincoln Park,Michigan,Victoria Brennan,OFF-AP-10003842,Appliances,CA-2017-162313
2213,2213,21-11-2018,Furniture,27.42,New York City,New York,Scott Williamson,FUR-FU-10003535,Furnishings,CA-2018-107874
2214,2214,01-10-2018,Office Supplies,1.44,San Jose,California,Neola Schneider,OFF-BI-10002012,Binders,CA-2018-129378
2218,2218,20-09-2015,Office Supplies,2.816,Jacksonville,Florida,Dorothy Badders,OFF-AR-10003469,Art,CA-2015-151953
2219,2219,28-07-2018,Office Supplies,9.984,San Francisco,California,Matt Hagelstein,OFF-BI-10000145,Binders,CA-2018-130841
2222,2222,06-12-2016,Technology,485.94,Marion,Ohio,Dennis Kane,TEC-PH-10001578,Phones,CA-2016-131884
2225,2225,31-07-2018,Office Supplies,54.816,Philadelphia,Pennsylvania,Erin Ashbrook,OFF-PA-10003790,Paper,CA-2018-121909
2226,2226,19-03-2017,Furniture,72.294,Littleton,Colorado,Bobby Trafton,FUR-BO-10002202,Bookcases,CA-2017-106383
2227,2227,29-07-2018,Office Supplies,2.896,Austin,Texas,Laura Armstrong,OFF-FA-10003059,Fasteners,CA-2018-130771
2229,2229,01-10-2017,Furniture,330.588,New York City,New York,Greg Matthias,FUR-TA-10003238,Tables,CA-2017-139157
2230,2230,31-03-2015,Office Supplies,673.568,San Francisco,California,Alex Avila,OFF-BI-10004390,Binders,CA-2015-128055
2232,2232,26-06-2018,Furniture,526.45,La Porte,Indiana,Denny Blanton,FUR-FU-10000293,Furnishings,CA-2018-157091
2233,2233,09-07-2018,Office Supplies,228.92,Chicago,Illinois,John Huston,OFF-ST-10003692,Storage,CA-2018-132122
2234,2234,14-12-2016,Technology,319.968,Portland,Oregon,Doug Jacobs,TEC-PH-10001051,Phones,CA-2016-123232
2235,2235,05-12-2018,Technology,205.03,Burlington,Vermont,Quincy Jones,TEC-AC-10001013,Accessories,CA-2018-104066
2236,2236,15-09-2016,Office Supplies,190.86,Indianapolis,Indiana,Carol Triggs,OFF-ST-10000025,Storage,CA-2016-145849
2238,2238,15-07-2017,Office Supplies,44.4,Provo,Utah,Rick Huthwaite,OFF-SU-10000952,Supplies,CA-2017-122322
2239,2239,20-04-2018,Furniture,44.4,Chicago,Illinois,Sanjit Jacobs,FUR-FU-10004597,Furnishings,CA-2018-166849
2240,2240,15-11-2017,Office Supplies,1016.792,Los Angeles,California,Toby Gnade,OFF-BI-10003527,Binders,CA-2017-146633
2242,2242,26-11-2017,Technology,494.982,Philadelphia,Pennsylvania,Carol Triggs,TEC-PH-10004165,Phones,US-2017-126893
2243,2243,21-11-2018,Office Supplies,56.56,Pasadena,California,Barry Franz,OFF-ST-10003442,Storage,CA-2018-103380
2248,2248,15-02-2016,Office Supplies,13.36,Los Angeles,California,Justin MacKendrick,OFF-PA-10004285,Paper,CA-2016-116092
2253,2253,15-04-2017,Office Supplies,143.7,San Diego,California,Julie Kriz,OFF-PA-10004327,Paper,CA-2017-117849
2254,2254,28-09-2016,Office Supplies,43.26,San Francisco,California,Henry Goldwyn,OFF-AP-10000696,Appliances,CA-2016-169201
2256,2256,17-09-2017,Technology,437.85,Bangor,Maine,Laura Armstrong,TEC-PH-10001944,Phones,CA-2017-164091
2258,2258,16-06-2018,Furniture,1212.96,San Francisco,California,Troy Staebel,FUR-CH-10000015,Chairs,CA-2018-105214
2260,2260,08-11-2016,Office Supplies,5,San Diego,California,Maria Zettner,OFF-FA-10002280,Fasteners,CA-2016-117611
2262,2262,18-12-2016,Technology,166.24,New York City,New York,Mitch Webber,TEC-AC-10002253,Accessories,US-2016-137960
2263,2263,06-02-2018,Furniture,359.97,Arlington,Virginia,Mark Van Huff,FUR-BO-10004015,Bookcases,CA-2018-122994
2264,2264,14-11-2017,Technology,499.98,Atlanta,Georgia,Allen Armold,TEC-AC-10004145,Accessories,CA-2017-131065
2267,2267,12-10-2018,Office Supplies,7.968,Monroe,North Carolina,Sean Miller,OFF-PA-10003919,Paper,CA-2018-149146
2268,2268,17-09-2018,Office Supplies,12.96,Seattle,Washington,Tom Prescott,OFF-PA-10002001,Paper,CA-2018-137470
2269,2269,20-12-2018,Office Supplies,6.48,Rochester,New York,Dean Katz,OFF-PA-10002787,Paper,CA-2018-105480
2271,2271,02-12-2018,Office Supplies,47.96,Miami,Florida,Michael Kennedy,OFF-AR-10004344,Art,CA-2018-164917
2272,2272,21-09-2016,Office Supplies,199.74,Seattle,Washington,Chad Sievert,OFF-ST-10003123,Storage,CA-2016-102036
2273,2273,06-03-2016,Furniture,435.26,San Francisco,California,John Lucas,FUR-FU-10000308,Furnishings,CA-2016-142944
2275,2275,03-10-2015,Furniture,143.432,Los Angeles,California,Allen Rosenblatt,FUR-TA-10001866,Tables,CA-2015-157882
2277,2277,27-06-2015,Office Supplies,306.2,Southaven,Mississippi,Liz MacKendrick,OFF-ST-10004337,Storage,CA-2015-104283
2280,2280,30-10-2018,Furniture,97.568,Seattle,Washington,Jim Karlsson,FUR-CH-10003833,Chairs,CA-2018-142622
2283,2283,03-09-2017,Office Supplies,48.16,Middletown,Connecticut,Filia McAdams,OFF-PA-10002713,Paper,CA-2017-132143
2284,2284,05-03-2016,Technology,23.92,New Castle,Indiana,Sarah Foster,TEC-PH-10001552,Phones,CA-2016-153108
2286,2286,05-05-2017,Office Supplies,14.352,Murfreesboro,Tennessee,Patrick Jones,OFF-PA-10003971,Paper,CA-2017-112676
2287,2287,17-11-2018,Office Supplies,35.04,Salem,Virginia,Christine Sundaresam,OFF-AP-10004036,Appliances,CA-2018-165687
2288,2288,01-06-2018,Office Supplies,17.48,Toledo,Ohio,Barry Blumstein,OFF-AP-10002287,Appliances,US-2018-112928
2289,2289,10-06-2018,Office Supplies,16.4,Los Angeles,California,Ben Wallace,OFF-AR-10002375,Art,CA-2018-143343
2290,2290,08-01-2018,Furniture,892.98,Seattle,Washington,Ricardo Sperren,FUR-TA-10001950,Tables,CA-2018-115154
2291,2291,20-04-2016,Technology,287.97,Columbus,Georgia,Theresa Swint,TEC-PH-10001557,Phones,CA-2016-149342
2294,2294,01-11-2016,Technology,4.95,New York City,New York,Quincy Jones,TEC-PH-10000347,Phones,CA-2016-130995
2295,2295,23-12-2018,Furniture,181.95,Middletown,Connecticut,Filia McAdams,FUR-FU-10003708,Furnishings,CA-2018-127929
2296,2296,01-11-2016,Office Supplies,13.52,New York City,New York,Valerie Dominguez,OFF-PA-10002659,Paper,CA-2016-113145
2301,2301,14-11-2015,Office Supplies,12.72,Midland,Michigan,Jeremy Lonsdale,OFF-BI-10000756,Binders,CA-2015-162362
2303,2303,17-01-2017,Technology,316,Columbus,Georgia,Dionis Lloyd,TEC-AC-10001142,Accessories,CA-2017-106558
2304,2304,17-09-2018,Furniture,723.92,Roswell,Georgia,Meg O'Connel,FUR-CH-10000785,Chairs,CA-2018-157931
2306,2306,23-12-2017,Furniture,141.372,Chicago,Illinois,Ben Peterman,FUR-BO-10003441,Bookcases,CA-2017-115574
2307,2307,06-08-2016,Office Supplies,27.216,Houston,Texas,Michael Stewart,OFF-PA-10004156,Paper,CA-2016-160794
2308,2308,05-11-2018,Technology,390.75,New York City,New York,Susan Vittorini,TEC-AC-10001432,Accessories,CA-2018-116225
2309,2309,11-06-2018,Furniture,280.792,Peoria,Arizona,Becky Castell,FUR-CH-10001394,Chairs,US-2018-120418
2314,2314,20-07-2018,Office Supplies,14.62,Sioux Falls,South Dakota,Elizabeth Moffitt,OFF-LA-10004093,Labels,CA-2018-122035
2320,2320,23-12-2016,Office Supplies,194.32,Richmond,Virginia,Bradley Drucker,OFF-AP-10001563,Appliances,CA-2016-117828
2321,2321,20-03-2018,Technology,265.93,Seattle,Washington,Helen Wasserman,TEC-AC-10000358,Accessories,CA-2018-165491
2322,2322,31-12-2016,Office Supplies,94.74,Henderson,Kentucky,Karen Carlisle,OFF-BI-10004492,Binders,CA-2016-109470
2326,2326,15-09-2016,Office Supplies,79.872,New York City,New York,Brendan Murry,OFF-BI-10002082,Binders,CA-2016-105102
2329,2329,23-09-2018,Office Supplies,14.352,Fort Collins,Colorado,Kristina Nunn,OFF-EN-10004147,Envelopes,CA-2018-138422
2330,2330,25-12-2016,Furniture,547.136,Philadelphia,Pennsylvania,Justin Deggeller,FUR-FU-10001468,Furnishings,US-2016-147739
2331,2331,24-09-2017,Office Supplies,41.96,Los Angeles,California,Laura Armstrong,OFF-ST-10000642,Storage,CA-2017-155187
2333,2333,21-03-2018,Office Supplies,277.4,Lafayette,Indiana,Robert Waldorf,OFF-PA-10004071,Paper,CA-2018-169285
2335,2335,30-09-2015,Office Supplies,69.216,Clarksville,Tennessee,Kelly Williams,OFF-AP-10000696,Appliances,CA-2015-140886
2336,2336,10-12-2018,Office Supplies,10.86,Fairfield,Connecticut,Chris Cortes,OFF-EN-10004030,Envelopes,CA-2018-152695
2338,2338,23-08-2015,Office Supplies,25.92,New York City,New York,Rick Hansen,OFF-PA-10003936,Paper,CA-2015-110639
2340,2340,19-08-2015,Office Supplies,10.72,Columbus,Ohio,Jim Karlsson,OFF-AR-10004930,Art,CA-2015-121727
2341,2341,10-11-2017,Office Supplies,41.86,Warner Robins,Georgia,Debra Catini,OFF-AR-10004999,Art,CA-2017-137736
2342,2342,31-12-2015,Furniture,63.2,Franklin,Massachusetts,Gary Mitchum,FUR-FU-10002501,Furnishings,US-2015-143231
2344,2344,26-07-2015,Office Supplies,123.552,Chicago,Illinois,Carl Ludwig,OFF-ST-10004804,Storage,US-2015-155894
2345,2345,22-02-2017,Office Supplies,490.32,Milwaukee,Wisconsin,Paul Van Hugh,OFF-AP-10001205,Appliances,CA-2017-119025
2346,2346,13-03-2017,Office Supplies,70.08,San Antonio,Texas,Liz Thompson,OFF-PA-10000659,Paper,CA-2017-159373
2349,2349,02-12-2018,Office Supplies,9.024,Los Angeles,California,Alice McCarthy,OFF-BI-10004187,Binders,CA-2018-109701
2354,2354,31-08-2016,Furniture,1552.831,San Francisco,California,Scott Cohen,FUR-BO-10002545,Bookcases,CA-2016-111514
2358,2358,17-03-2015,Furniture,1579.746,New York City,New York,Christine Phan,FUR-TA-10003473,Tables,US-2015-148838
2363,2363,16-04-2018,Office Supplies,13.71,Columbus,Ohio,Roy Französisch,OFF-BI-10001553,Binders,CA-2018-136497
2364,2364,13-03-2017,Furniture,127.88,Waynesboro,Virginia,Adam Bellavance,FUR-FU-10004864,Furnishings,US-2017-108637
2367,2367,24-11-2015,Furniture,120.712,Sacramento,California,Erica Hackney,FUR-CH-10001714,Chairs,CA-2015-102295
2368,2368,10-02-2018,Office Supplies,23.12,Clinton,Maryland,Michael Nguyen,OFF-PA-10002464,Paper,CA-2018-123659
2369,2369,23-09-2017,Furniture,532.704,Fairfield,Ohio,Kelly Lampkin,FUR-FU-10002298,Furnishings,US-2017-129469
2371,2371,07-07-2018,Technology,252,Warwick,Rhode Island,Michael Paige,TEC-AC-10004353,Accessories,CA-2018-155152
2372,2372,07-07-2017,Furniture,60.288,Aurora,Illinois,Barry Französisch,FUR-FU-10004973,Furnishings,CA-2017-159940
2376,2376,24-01-2018,Office Supplies,5.67,Smyrna,Georgia,Theone Pippenger,OFF-FA-10000053,Fasteners,CA-2018-119669
2377,2377,19-08-2015,Office Supplies,76.776,Columbus,Ohio,Maxwell Schwartz,OFF-BI-10001718,Binders,US-2015-164616
2379,2379,06-12-2016,Office Supplies,32.75,Thousand Oaks,California,Katherine Murray,OFF-PA-10003883,Paper,CA-2016-148628
2380,2380,06-05-2017,Office Supplies,7.216,Lorain,Ohio,Brad Eason,OFF-FA-10004248,Fasteners,CA-2017-118052
2383,2383,25-03-2018,Office Supplies,176.04,Fresno,California,Christina VanderZanden,OFF-AP-10002403,Appliances,US-2018-117534
2388,2388,12-12-2016,Office Supplies,7.86,San Diego,California,Dennis Kane,OFF-FA-10001229,Fasteners,CA-2016-145065
2390,2390,06-12-2016,Office Supplies,6.48,New York City,New York,Speros Goranitis,OFF-PA-10004255,Paper,US-2016-127040
2394,2394,17-03-2017,Office Supplies,39.68,Malden,Massachusetts,Christine Sundaresam,OFF-AR-10000588,Art,CA-2017-128111
2395,2395,14-11-2016,Technology,37.6,New York City,New York,Patrick Jones,TEC-AC-10002217,Accessories,CA-2016-137897
2398,2398,14-08-2018,Office Supplies,5.76,San Francisco,California,Nora Preis,OFF-LA-10001613,Labels,CA-2018-169264
2400,2400,09-09-2018,Office Supplies,628.81,Florence,South Carolina,Sean Braxton,OFF-ST-10001809,Storage,CA-2018-147361
2402,2402,01-04-2018,Office Supplies,94.2,Springfield,Missouri,Adam Shillingsburg,OFF-ST-10000649,Storage,CA-2018-145877
2404,2404,27-09-2017,Furniture,956.6648,Huntsville,Texas,Harry Marie,FUR-BO-10000780,Bookcases,US-2017-110170
2405,2405,07-10-2018,Technology,1115.91,Los Angeles,California,Mike Gockenbach,TEC-AC-10002049,Accessories,CA-2018-108574
2408,2408,20-01-2018,Office Supplies,24.2,San Francisco,California,Tamara Manning,OFF-AR-10003631,Art,CA-2018-144589
2410,2410,23-03-2018,Furniture,211.84,San Francisco,California,Bill Eplett,FUR-FU-10000758,Furnishings,CA-2018-155985
2411,2411,01-08-2015,Office Supplies,5.68,Philadelphia,Pennsylvania,Ann Steele,OFF-FA-10000992,Fasteners,CA-2015-162684
2412,2412,07-06-2016,Office Supplies,7.52,Los Angeles,California,Eleni McCrary,OFF-BI-10004187,Binders,CA-2016-142041
2413,2413,12-11-2015,Office Supplies,11.96,Los Angeles,California,Joseph Airdo,OFF-PA-10001947,Paper,CA-2015-151295
2415,2415,29-12-2017,Furniture,754.45,Milwaukee,Wisconsin,Troy Blackwell,FUR-CH-10001714,Chairs,CA-2017-156300
2416,2416,06-07-2016,Furniture,301.96,Holyoke,Massachusetts,Paul Prost,FUR-BO-10002824,Bookcases,CA-2016-146087
2417,2417,12-10-2018,Technology,595,Albuquerque,New Mexico,Michelle Lonsdale,TEC-AC-10002842,Accessories,CA-2018-168655
2419,2419,21-05-2017,Technology,2396.4,Sparks,Nevada,Linda Cazamias,TEC-MA-10000112,Machines,CA-2017-107202
2420,2420,09-11-2018,Office Supplies,63.56,Coachella,California,Matt Collister,OFF-ST-10002289,Storage,CA-2018-159597
2422,2422,18-04-2017,Office Supplies,230.376,Elmhurst,Illinois,Clay Rozendal,OFF-ST-10003656,Storage,CA-2017-155551
2424,2424,25-12-2018,Technology,158.928,Fairfield,Ohio,Susan Vittorini,TEC-AC-10002473,Accessories,US-2018-147669
2428,2428,11-06-2017,Office Supplies,1.344,Arlington,Texas,Mary Zewe,OFF-BI-10003784,Binders,CA-2017-169922
2431,2431,13-05-2018,Office Supplies,58.48,San Francisco,California,Ross Baird,OFF-LA-10000240,Labels,CA-2018-100748
2432,2432,28-12-2018,Furniture,7.4,Seattle,Washington,Harry Marie,FUR-FU-10001935,Furnishings,CA-2018-129805
2433,2433,25-03-2015,Furniture,366.786,New York City,New York,Annie Zypern,FUR-CH-10002439,Chairs,CA-2015-148586
2434,2434,28-05-2018,Technology,54.368,Houston,Texas,Jonathan Howell,TEC-PH-10001536,Phones,US-2018-112613
2435,2435,14-11-2016,Office Supplies,33.96,Springfield,Virginia,Patrick Jones,OFF-EN-10001532,Envelopes,CA-2016-154746
2437,2437,03-07-2018,Furniture,545.85,Farmington,New Mexico,Christina Anderson,FUR-FU-10003708,Furnishings,CA-2018-140053
2438,2438,18-11-2015,Furniture,145.98,Louisville,Colorado,Pierre Wener,FUR-TA-10000849,Tables,CA-2015-164210
2440,2440,17-07-2018,Furniture,7.904,Tampa,Florida,Shaun Weien,FUR-FU-10002597,Furnishings,CA-2018-139948
2441,2441,22-05-2017,Technology,345,Passaic,New Jersey,Art Ferguson,TEC-PH-10004614,Phones,CA-2017-146934
2447,2447,25-09-2016,Office Supplies,17.48,Los Angeles,California,Anne McFarland,OFF-EN-10000461,Envelopes,CA-2016-100573
2448,2448,31-10-2017,Furniture,492.835,Philadelphia,Pennsylvania,Bill Donatelli,FUR-CH-10000988,Chairs,CA-2017-119165
2449,2449,14-09-2016,Office Supplies,269.49,North Charleston,South Carolina,Christopher Martinez,OFF-ST-10001809,Storage,CA-2016-128027
2450,2450,05-11-2017,Office Supplies,29.12,San Jose,California,Christopher Schild,OFF-BI-10003963,Binders,CA-2017-140207
2451,2451,17-03-2018,Office Supplies,18.75,New York City,New York,Denny Blanton,OFF-LA-10000081,Labels,CA-2018-140949
2460,2460,15-08-2018,Office Supplies,97.84,Plainfield,New Jersey,James Galang,OFF-AP-10002578,Appliances,CA-2018-138548
2461,2461,11-07-2016,Office Supplies,29.97,Seattle,Washington,Shahid Collister,OFF-PA-10001763,Paper,CA-2016-142419
2463,2463,03-12-2018,Office Supplies,83.92,New York City,New York,Chuck Sachs,OFF-BI-10001524,Binders,CA-2018-148691
2467,2467,04-05-2018,Office Supplies,9.11,Newport News,Virginia,Mike Kennedy,OFF-PA-10000726,Paper,CA-2018-128755
2471,2471,22-01-2017,Furniture,14.272,Fayetteville,North Carolina,Carlos Meador,FUR-FU-10002107,Furnishings,US-2017-135923
2474,2474,03-11-2017,Furniture,217.584,Los Angeles,California,Phillip Flathmann,FUR-CH-10001190,Chairs,CA-2017-114972
2478,2478,04-09-2018,Furniture,1322.352,Los Angeles,California,Greg Maxwell,FUR-TA-10000198,Tables,CA-2018-102750
2479,2479,13-09-2015,Office Supplies,5.46,New York City,New York,Dan Campbell,OFF-AR-10002833,Art,CA-2015-145212
